nct_id,mesh_term,mesh_type
NCT00693888,Mental Disorders,mesh-ancestor
NCT01959451,Acute Coronary Syndrome,mesh-list
NCT01959451,Syndrome,mesh-list
NCT01959451,Disease,mesh-ancestor
NCT01959451,Pathologic Processes,mesh-ancestor
NCT01959451,Myocardial Ischemia,mesh-ancestor
NCT01959451,Heart Diseases,mesh-ancestor
NCT01959451,Cardiovascular Diseases,mesh-ancestor
NCT01959451,Vascular Diseases,mesh-ancestor
NCT01959737,Birth Weight,mesh-list
NCT01959737,Body Weight,mesh-ancestor
NCT01966783,Proctitis,mesh-list
NCT01966783,Gastroenteritis,mesh-ancestor
NCT01966783,Gastrointestinal Diseases,mesh-ancestor
NCT01966783,Digestive System Diseases,mesh-ancestor
NCT01966783,Rectal Diseases,mesh-ancestor
NCT01966783,Intestinal Diseases,mesh-ancestor
NCT00697333,Lung Neoplasms,mesh-list
NCT00697333,"Carcinoma, Non-Small-Cell Lung",mesh-list
NCT00697333,Respiratory Tract Neoplasms,mesh-ancestor
NCT00697333,Thoracic Neoplasms,mesh-ancestor
NCT00697333,Neoplasms by Site,mesh-ancestor
NCT00697333,Neoplasms,mesh-ancestor
NCT00697333,Lung Diseases,mesh-ancestor
NCT00697333,Respiratory Tract Diseases,mesh-ancestor
NCT00697333,"Carcinoma, Bronchogenic",mesh-ancestor
NCT00697333,Bronchial Neoplasms,mesh-ancestor
NCT01969929,Retinal Perforations,mesh-list
NCT01969929,Epiretinal Membrane,mesh-list
NCT01969929,Retinal Diseases,mesh-ancestor
NCT01969929,Eye Diseases,mesh-ancestor
NCT01970384,Deglutition Disorders,mesh-list
NCT01970384,Stroke,mesh-list
NCT01970384,Cerebrovascular Disorders,mesh-ancestor
NCT01970384,Brain Diseases,mesh-ancestor
NCT01970384,Central Nervous System Diseases,mesh-ancestor
NCT01970384,Nervous System Diseases,mesh-ancestor
NCT01970384,Vascular Diseases,mesh-ancestor
NCT01970384,Cardiovascular Diseases,mesh-ancestor
NCT01970384,Esophageal Diseases,mesh-ancestor
NCT01970384,Gastrointestinal Diseases,mesh-ancestor
NCT01970384,Digestive System Diseases,mesh-ancestor
NCT01970384,Pharyngeal Diseases,mesh-ancestor
NCT01970384,Otorhinolaryngologic Diseases,mesh-ancestor
NCT00701142,Aneurysm,mesh-list
NCT00701142,Aortic Aneurysm,mesh-list
NCT00701142,Vascular Diseases,mesh-ancestor
NCT00701142,Cardiovascular Diseases,mesh-ancestor
NCT00701142,Aortic Diseases,mesh-ancestor
NCT01984788,Angioedema,mesh-list
NCT01984788,"Angioedemas, Hereditary",mesh-list
NCT01984788,Vascular Diseases,mesh-ancestor
NCT01984788,Cardiovascular Diseases,mesh-ancestor
NCT01984788,Urticaria,mesh-ancestor
NCT01984788,"Skin Diseases, Vascular",mesh-ancestor
NCT01984788,Skin Diseases,mesh-ancestor
NCT01984788,"Hypersensitivity, Immediate",mesh-ancestor
NCT01984788,Hypersensitivity,mesh-ancestor
NCT01984788,Immune System Diseases,mesh-ancestor
NCT01984788,Hereditary Complement Deficiency Diseases,mesh-ancestor
NCT01984788,Primary Immunodeficiency Diseases,mesh-ancestor
NCT01984788,"Genetic Diseases, Inborn",mesh-ancestor
NCT01984788,Immunologic Deficiency Syndromes,mesh-ancestor
NCT01986517,Mental Disorders,mesh-list
NCT00705965,Coronary Artery Disease,mesh-list
NCT00705965,Myocardial Ischemia,mesh-list
NCT00705965,Coronary Disease,mesh-list
NCT00705965,Depression,mesh-list
NCT00705965,Behavioral Symptoms,mesh-ancestor
NCT00705965,Heart Diseases,mesh-ancestor
NCT00705965,Cardiovascular Diseases,mesh-ancestor
NCT00705965,Arteriosclerosis,mesh-ancestor
NCT00705965,Arterial Occlusive Diseases,mesh-ancestor
NCT00705965,Vascular Diseases,mesh-ancestor
NCT01993056,Wounds and Injuries,mesh-list
NCT00707369,Periodontitis,mesh-list
NCT00707369,Disease Progression,mesh-list
NCT00707369,Disease Attributes,mesh-ancestor
NCT00707369,Pathologic Processes,mesh-ancestor
NCT00707369,Periodontal Diseases,mesh-ancestor
NCT00707369,Mouth Diseases,mesh-ancestor
NCT00707369,Stomatognathic Diseases,mesh-ancestor
NCT01994928,Respiratory Insufficiency,mesh-list
NCT01994928,Respiration Disorders,mesh-ancestor
NCT01994928,Respiratory Tract Diseases,mesh-ancestor
NCT00708253,Gastrointestinal Diseases,mesh-list
NCT00708253,Digestive System Diseases,mesh-list
NCT02001636,Malnutrition,mesh-list
NCT02001636,Kwashiorkor,mesh-list
NCT02001636,Nutrition Disorders,mesh-ancestor
NCT02001636,Severe Acute Malnutrition,mesh-ancestor
NCT02001792,Respiratory Aspiration,mesh-list
NCT02001792,Respiration Disorders,mesh-ancestor
NCT02001792,Respiratory Tract Diseases,mesh-ancestor
NCT02001792,Pathologic Processes,mesh-ancestor
NCT00710541,Lung Diseases,mesh-list
NCT00710541,"Lung Diseases, Obstructive",mesh-list
NCT00710541,"Pulmonary Disease, Chronic Obstructive",mesh-list
NCT00710541,Hypercapnia,mesh-list
NCT00710541,Respiratory Tract Diseases,mesh-ancestor
NCT00710541,"Signs and Symptoms, Respiratory",mesh-ancestor
NCT00711295,"Influenza, Human",mesh-list
NCT00711295,Respiratory Tract Infections,mesh-ancestor
NCT00711295,Infections,mesh-ancestor
NCT00711295,Orthomyxoviridae Infections,mesh-ancestor
NCT00711295,RNA Virus Infections,mesh-ancestor
NCT00711295,Virus Diseases,mesh-ancestor
NCT00711295,Respiratory Tract Diseases,mesh-ancestor
NCT00711503,Diabetes Mellitus,mesh-list
NCT00711503,"Diabetes Mellitus, Type 1",mesh-list
NCT00711503,Glucose Metabolism Disorders,mesh-ancestor
NCT00711503,Metabolic Diseases,mesh-ancestor
NCT00711503,Endocrine System Diseases,mesh-ancestor
NCT00711503,Autoimmune Diseases,mesh-ancestor
NCT00711503,Immune System Diseases,mesh-ancestor
NCT02005237,Multiple Sclerosis,mesh-list
NCT02005237,Sclerosis,mesh-list
NCT02005237,Pathologic Processes,mesh-ancestor
NCT02005237,"Demyelinating Autoimmune Diseases, CNS",mesh-ancestor
NCT02005237,Autoimmune Diseases of the Nervous System,mesh-ancestor
NCT02005237,Nervous System Diseases,mesh-ancestor
NCT02005237,Demyelinating Diseases,mesh-ancestor
NCT02005237,Autoimmune Diseases,mesh-ancestor
NCT02005237,Immune System Diseases,mesh-ancestor
NCT00712101,Myocardial Infarction,mesh-list
NCT00712101,ST Elevation Myocardial Infarction,mesh-list
NCT00712101,Infarction,mesh-list
NCT00712101,Ischemia,mesh-ancestor
NCT00712101,Pathologic Processes,mesh-ancestor
NCT00712101,Necrosis,mesh-ancestor
NCT00712101,Myocardial Ischemia,mesh-ancestor
NCT00712101,Heart Diseases,mesh-ancestor
NCT00712101,Cardiovascular Diseases,mesh-ancestor
NCT00712101,Vascular Diseases,mesh-ancestor
NCT00712218,Neoplasms,mesh-list
NCT00712218,Ovarian Neoplasms,mesh-list
NCT00712218,Endocrine Gland Neoplasms,mesh-ancestor
NCT00712218,Neoplasms by Site,mesh-ancestor
NCT00712218,Ovarian Diseases,mesh-ancestor
NCT00712218,Adnexal Diseases,mesh-ancestor
NCT00712218,"Genital Neoplasms, Female",mesh-ancestor
NCT00712218,Urogenital Neoplasms,mesh-ancestor
NCT00712218,Endocrine System Diseases,mesh-ancestor
NCT00712218,Gonadal Disorders,mesh-ancestor
NCT02007772,Lung Diseases,mesh-list
NCT02007772,"Lung Diseases, Obstructive",mesh-list
NCT02007772,"Pulmonary Disease, Chronic Obstructive",mesh-list
NCT02007772,Respiratory Tract Diseases,mesh-ancestor
NCT02008721,Multiple System Atrophy,mesh-list
NCT02008721,Shy-Drager Syndrome,mesh-list
NCT02008721,Atrophy,mesh-list
NCT02008721,"Pathological Conditions, Anatomical",mesh-ancestor
NCT02008721,Primary Dysautonomias,mesh-ancestor
NCT02008721,Autonomic Nervous System Diseases,mesh-ancestor
NCT02008721,Nervous System Diseases,mesh-ancestor
NCT02008721,Basal Ganglia Diseases,mesh-ancestor
NCT02008721,Brain Diseases,mesh-ancestor
NCT02008721,Central Nervous System Diseases,mesh-ancestor
NCT02008721,Movement Disorders,mesh-ancestor
NCT02008721,Synucleinopathies,mesh-ancestor
NCT02008721,Neurodegenerative Diseases,mesh-ancestor
NCT02008721,Hypotension,mesh-ancestor
NCT02008721,Vascular Diseases,mesh-ancestor
NCT02008721,Cardiovascular Diseases,mesh-ancestor
NCT02012985,"Hyperoxaluria, Primary",mesh-list
NCT02012985,Hyperoxaluria,mesh-ancestor
NCT02012985,Kidney Diseases,mesh-ancestor
NCT02012985,Urologic Diseases,mesh-ancestor
NCT02012985,"Carbohydrate Metabolism, Inborn Errors",mesh-ancestor
NCT02012985,"Metabolism, Inborn Errors",mesh-ancestor
NCT02012985,"Genetic Diseases, Inborn",mesh-ancestor
NCT02012985,Metabolic Diseases,mesh-ancestor
NCT00715091,Spondylitis,mesh-list
NCT00715091,"Spondylitis, Ankylosing",mesh-list
NCT00715091,"Bone Diseases, Infectious",mesh-ancestor
NCT00715091,Infections,mesh-ancestor
NCT00715091,Bone Diseases,mesh-ancestor
NCT00715091,Musculoskeletal Diseases,mesh-ancestor
NCT00715091,Spinal Diseases,mesh-ancestor
NCT00715091,Spondylarthropathies,mesh-ancestor
NCT00715091,Spondylarthritis,mesh-ancestor
NCT00715091,Ankylosis,mesh-ancestor
NCT00715091,Joint Diseases,mesh-ancestor
NCT00715091,Arthritis,mesh-ancestor
NCT00715806,Phobic Disorders,mesh-list
NCT00715806,Anxiety Disorders,mesh-ancestor
NCT00715806,Mental Disorders,mesh-ancestor
NCT00716833,"Aneurysm, Dissecting",mesh-list
NCT00716833,Aneurysm,mesh-ancestor
NCT00716833,Vascular Diseases,mesh-ancestor
NCT00716833,Cardiovascular Diseases,mesh-ancestor
NCT00718939,Heart Failure,mesh-list
NCT00718939,"Heart Failure, Diastolic",mesh-list
NCT00718939,Heart Diseases,mesh-ancestor
NCT00718939,Cardiovascular Diseases,mesh-ancestor
NCT00719667,Heart Diseases,mesh-list
NCT00719667,Cardiovascular Diseases,mesh-ancestor
NCT02027792,Osteoarthritis,mesh-list
NCT02027792,"Osteoarthritis, Knee",mesh-list
NCT02027792,Arthritis,mesh-ancestor
NCT02027792,Joint Diseases,mesh-ancestor
NCT02027792,Musculoskeletal Diseases,mesh-ancestor
NCT02027792,Rheumatic Diseases,mesh-ancestor
NCT02029131,Back Pain,mesh-list
NCT02029131,Low Back Pain,mesh-list
NCT02029131,Pain,mesh-ancestor
NCT02029131,Neurologic Manifestations,mesh-ancestor
NCT02034279,Infections,mesh-list
NCT02034279,Urinary Tract Infections,mesh-list
NCT02034279,Bacterial Infections,mesh-list
NCT02034279,Liver Diseases,mesh-list
NCT02034279,Cholangitis,mesh-list
NCT02034279,Digestive System Diseases,mesh-ancestor
NCT02034279,Bile Duct Diseases,mesh-ancestor
NCT02034279,Biliary Tract Diseases,mesh-ancestor
NCT02034279,Urologic Diseases,mesh-ancestor
NCT02034279,Bacterial Infections and Mycoses,mesh-ancestor
NCT00723411,Diabetes Mellitus,mesh-list
NCT00723411,"Diabetes Mellitus, Type 1",mesh-list
NCT00723411,Glucose Metabolism Disorders,mesh-ancestor
NCT00723411,Metabolic Diseases,mesh-ancestor
NCT00723411,Endocrine System Diseases,mesh-ancestor
NCT00723411,Autoimmune Diseases,mesh-ancestor
NCT00723411,Immune System Diseases,mesh-ancestor
NCT02035709,"Pain, Postoperative",mesh-list
NCT02035709,Postoperative Complications,mesh-ancestor
NCT02035709,Pathologic Processes,mesh-ancestor
NCT02035709,Pain,mesh-ancestor
NCT02035709,Neurologic Manifestations,mesh-ancestor
NCT02039648,Periodontitis,mesh-list
NCT02039648,Periodontal Diseases,mesh-ancestor
NCT02039648,Mouth Diseases,mesh-ancestor
NCT02039648,Stomatognathic Diseases,mesh-ancestor
NCT02043600,Colitis,mesh-list
NCT02043600,"Colitis, Ulcerative",mesh-list
NCT02043600,Ulcer,mesh-list
NCT02043600,Gastroenteritis,mesh-ancestor
NCT02043600,Gastrointestinal Diseases,mesh-ancestor
NCT02043600,Digestive System Diseases,mesh-ancestor
NCT02043600,Colonic Diseases,mesh-ancestor
NCT02043600,Intestinal Diseases,mesh-ancestor
NCT02043600,Pathologic Processes,mesh-ancestor
NCT02043600,Inflammatory Bowel Diseases,mesh-ancestor
NCT02044913,Depression,mesh-list
NCT02044913,Depressive Disorder,mesh-list
NCT02044913,Anxiety Disorders,mesh-list
NCT02044913,Behavioral Symptoms,mesh-ancestor
NCT02044913,Mood Disorders,mesh-ancestor
NCT02044913,Mental Disorders,mesh-ancestor
NCT00729703,Tachycardia,mesh-list
NCT00729703,"Arrhythmias, Cardiac",mesh-ancestor
NCT00729703,Heart Diseases,mesh-ancestor
NCT00729703,Cardiovascular Diseases,mesh-ancestor
NCT00729703,Cardiac Conduction System Disease,mesh-ancestor
NCT00729703,Pathologic Processes,mesh-ancestor
NCT02051621,Atrial Fibrillation,mesh-list
NCT02051621,Atrial Flutter,mesh-list
NCT02051621,"Arrhythmias, Cardiac",mesh-ancestor
NCT02051621,Heart Diseases,mesh-ancestor
NCT02051621,Cardiovascular Diseases,mesh-ancestor
NCT02051621,Pathologic Processes,mesh-ancestor
NCT02051660,Depression,mesh-list
NCT02051660,Behavioral Symptoms,mesh-ancestor
NCT02052193,Melanoma,mesh-list
NCT02052193,Neuroendocrine Tumors,mesh-ancestor
NCT02052193,Neuroectodermal Tumors,mesh-ancestor
NCT02052193,"Neoplasms, Germ Cell and Embryonal",mesh-ancestor
NCT02052193,Neoplasms by Histologic Type,mesh-ancestor
NCT02052193,Neoplasms,mesh-ancestor
NCT02052193,"Neoplasms, Nerve Tissue",mesh-ancestor
NCT02052193,Nevi and Melanomas,mesh-ancestor
NCT00730548,Heart Failure,mesh-list
NCT00730548,Tachycardia,mesh-list
NCT00730548,"Tachycardia, Ventricular",mesh-list
NCT00730548,Heart Diseases,mesh-ancestor
NCT00730548,Cardiovascular Diseases,mesh-ancestor
NCT00730548,"Arrhythmias, Cardiac",mesh-ancestor
NCT00730548,Cardiac Conduction System Disease,mesh-ancestor
NCT00730548,Pathologic Processes,mesh-ancestor
NCT00732953,Coronary Artery Disease,mesh-list
NCT00732953,Myocardial Ischemia,mesh-list
NCT00732953,Coronary Disease,mesh-list
NCT00732953,Heart Diseases,mesh-ancestor
NCT00732953,Cardiovascular Diseases,mesh-ancestor
NCT00732953,Arteriosclerosis,mesh-ancestor
NCT00732953,Arterial Occlusive Diseases,mesh-ancestor
NCT00732953,Vascular Diseases,mesh-ancestor
NCT00732979,Hemorrhage,mesh-list
NCT00732979,Pathologic Processes,mesh-ancestor
NCT02059369,Atrial Fibrillation,mesh-list
NCT02059369,Recurrence,mesh-list
NCT02059369,"Arrhythmias, Cardiac",mesh-ancestor
NCT02059369,Heart Diseases,mesh-ancestor
NCT02059369,Cardiovascular Diseases,mesh-ancestor
NCT02059369,Pathologic Processes,mesh-ancestor
NCT02059369,Disease Attributes,mesh-ancestor
NCT00734942,Chronic Disease,mesh-list
NCT00734942,Disease Attributes,mesh-ancestor
NCT00734942,Pathologic Processes,mesh-ancestor
NCT00735137,Premature Birth,mesh-list
NCT00735137,"Obstetric Labor, Premature",mesh-ancestor
NCT00735137,Obstetric Labor Complications,mesh-ancestor
NCT00735137,Pregnancy Complications,mesh-ancestor
NCT02076646,Melanoma,mesh-list
NCT02076646,Neuroendocrine Tumors,mesh-ancestor
NCT02076646,Neuroectodermal Tumors,mesh-ancestor
NCT02076646,"Neoplasms, Germ Cell and Embryonal",mesh-ancestor
NCT02076646,Neoplasms by Histologic Type,mesh-ancestor
NCT02076646,Neoplasms,mesh-ancestor
NCT02076646,"Neoplasms, Nerve Tissue",mesh-ancestor
NCT02076646,Nevi and Melanomas,mesh-ancestor
NCT00742547,Diabetes Mellitus,mesh-list
NCT00742547,"Diabetes Mellitus, Type 2",mesh-list
NCT00742547,Glucose Metabolism Disorders,mesh-ancestor
NCT00742547,Metabolic Diseases,mesh-ancestor
NCT00742547,Endocrine System Diseases,mesh-ancestor
NCT02080299,Aortic Valve Stenosis,mesh-list
NCT02080299,Aortic Valve Disease,mesh-ancestor
NCT02080299,Heart Valve Diseases,mesh-ancestor
NCT02080299,Heart Diseases,mesh-ancestor
NCT02080299,Cardiovascular Diseases,mesh-ancestor
NCT02080299,Ventricular Outflow Obstruction,mesh-ancestor
NCT02084381,Renal Insufficiency,mesh-list
NCT02084381,"Kidney Failure, Chronic",mesh-list
NCT02084381,Inflammation,mesh-list
NCT02084381,Pathologic Processes,mesh-ancestor
NCT02084381,Kidney Diseases,mesh-ancestor
NCT02084381,Urologic Diseases,mesh-ancestor
NCT02084381,"Renal Insufficiency, Chronic",mesh-ancestor
NCT00745745,Tachycardia,mesh-list
NCT00745745,"Tachycardia, Ventricular",mesh-list
NCT00745745,Ventricular Fibrillation,mesh-list
NCT00745745,"Arrhythmias, Cardiac",mesh-ancestor
NCT00745745,Heart Diseases,mesh-ancestor
NCT00745745,Cardiovascular Diseases,mesh-ancestor
NCT00745745,Cardiac Conduction System Disease,mesh-ancestor
NCT00745745,Pathologic Processes,mesh-ancestor
NCT00746720,Osteoarthritis,mesh-list
NCT00746720,"Osteoarthritis, Hip",mesh-list
NCT00746720,Arthritis,mesh-ancestor
NCT00746720,Joint Diseases,mesh-ancestor
NCT00746720,Musculoskeletal Diseases,mesh-ancestor
NCT00746720,Rheumatic Diseases,mesh-ancestor
NCT02090686,Back Pain,mesh-list
NCT02090686,Low Back Pain,mesh-list
NCT02090686,Pain,mesh-ancestor
NCT02090686,Neurologic Manifestations,mesh-ancestor
NCT00747487,Peripheral Nervous System Diseases,mesh-list
NCT00747487,Optic Nerve Diseases,mesh-list
NCT00747487,"Optic Atrophy, Hereditary, Leber",mesh-list
NCT00747487,Neuromuscular Diseases,mesh-ancestor
NCT00747487,Nervous System Diseases,mesh-ancestor
NCT00747487,Cranial Nerve Diseases,mesh-ancestor
NCT00747487,Eye Diseases,mesh-ancestor
NCT00747487,"Optic Atrophies, Hereditary",mesh-ancestor
NCT00747487,Optic Atrophy,mesh-ancestor
NCT00747487,"Heredodegenerative Disorders, Nervous System",mesh-ancestor
NCT00747487,Neurodegenerative Diseases,mesh-ancestor
NCT00747487,"Eye Diseases, Hereditary",mesh-ancestor
NCT00747487,"Genetic Diseases, Inborn",mesh-ancestor
NCT00747487,Mitochondrial Diseases,mesh-ancestor
NCT00747487,Metabolic Diseases,mesh-ancestor
NCT00748202,Angioedema,mesh-list
NCT00748202,"Angioedemas, Hereditary",mesh-list
NCT00748202,Vascular Diseases,mesh-ancestor
NCT00748202,Cardiovascular Diseases,mesh-ancestor
NCT00748202,Urticaria,mesh-ancestor
NCT00748202,"Skin Diseases, Vascular",mesh-ancestor
NCT00748202,Skin Diseases,mesh-ancestor
NCT00748202,"Hypersensitivity, Immediate",mesh-ancestor
NCT00748202,Hypersensitivity,mesh-ancestor
NCT00748202,Immune System Diseases,mesh-ancestor
NCT00748202,Hereditary Complement Deficiency Diseases,mesh-ancestor
NCT00748202,Primary Immunodeficiency Diseases,mesh-ancestor
NCT00748202,"Genetic Diseases, Inborn",mesh-ancestor
NCT00748202,Immunologic Deficiency Syndromes,mesh-ancestor
NCT02099968,Hypertension,mesh-list
NCT02099968,Metabolic Syndrome,mesh-list
NCT02099968,Syndrome,mesh-list
NCT02099968,Disease,mesh-ancestor
NCT02099968,Pathologic Processes,mesh-ancestor
NCT02099968,Vascular Diseases,mesh-ancestor
NCT02099968,Cardiovascular Diseases,mesh-ancestor
NCT02099968,Insulin Resistance,mesh-ancestor
NCT02099968,Hyperinsulinism,mesh-ancestor
NCT02099968,Glucose Metabolism Disorders,mesh-ancestor
NCT02099968,Metabolic Diseases,mesh-ancestor
NCT02102919,Muscle Weakness,mesh-list
NCT02102919,Muscular Diseases,mesh-ancestor
NCT02102919,Musculoskeletal Diseases,mesh-ancestor
NCT02102919,Neuromuscular Manifestations,mesh-ancestor
NCT02102919,Neurologic Manifestations,mesh-ancestor
NCT02102919,Nervous System Diseases,mesh-ancestor
NCT02102919,Pathologic Processes,mesh-ancestor
NCT00751465,"Phobia, Social",mesh-list
NCT00751465,Phobic Disorders,mesh-ancestor
NCT00751465,Anxiety Disorders,mesh-ancestor
NCT00751465,Mental Disorders,mesh-ancestor
NCT00751959,Respiratory Distress Syndrome,mesh-list
NCT00751959,"Respiratory Distress Syndrome, Newborn",mesh-list
NCT00751959,Respiration Disorders,mesh-ancestor
NCT00751959,Respiratory Tract Diseases,mesh-ancestor
NCT00751959,Lung Diseases,mesh-ancestor
NCT00751959,"Infant, Premature, Diseases",mesh-ancestor
NCT00751959,"Infant, Newborn, Diseases",mesh-ancestor
NCT02107534,Dyslexia,mesh-list
NCT02107534,Disease,mesh-list
NCT02107534,Pathologic Processes,mesh-ancestor
NCT02107534,Language Disorders,mesh-ancestor
NCT02107534,Communication Disorders,mesh-ancestor
NCT02107534,Neurobehavioral Manifestations,mesh-ancestor
NCT02107534,Neurologic Manifestations,mesh-ancestor
NCT02107534,Nervous System Diseases,mesh-ancestor
NCT02107534,Learning Disabilities,mesh-ancestor
NCT02107534,Neurodevelopmental Disorders,mesh-ancestor
NCT02107534,Mental Disorders,mesh-ancestor
NCT02110043,Cognitive Dysfunction,mesh-list
NCT02110043,Cognition Disorders,mesh-ancestor
NCT02110043,Neurocognitive Disorders,mesh-ancestor
NCT02110043,Mental Disorders,mesh-ancestor
NCT02112396,Alcoholism,mesh-list
NCT02112396,Alcohol-Related Disorders,mesh-ancestor
NCT02112396,Substance-Related Disorders,mesh-ancestor
NCT02112396,Chemically-Induced Disorders,mesh-ancestor
NCT02112396,Mental Disorders,mesh-ancestor
NCT02115516,Malaria,mesh-list
NCT02115516,"Malaria, Falciparum",mesh-list
NCT02115516,Protozoan Infections,mesh-ancestor
NCT02115516,Parasitic Diseases,mesh-ancestor
NCT02115516,Infections,mesh-ancestor
NCT02115516,Vector Borne Diseases,mesh-ancestor
NCT02115880,Depression,mesh-list
NCT02115880,Depressive Disorder,mesh-list
NCT02115880,Behavioral Symptoms,mesh-ancestor
NCT02115880,Mood Disorders,mesh-ancestor
NCT02115880,Mental Disorders,mesh-ancestor
NCT02116088,Problem Behavior,mesh-list
NCT02116088,Behavioral Symptoms,mesh-ancestor
NCT00757159,Periodontal Diseases,mesh-list
NCT00757159,Periodontal Attachment Loss,mesh-list
NCT00757159,Mouth Diseases,mesh-ancestor
