drksId,indication.type0,indication.key0,indication.value0,indication.type1,indication.key1,indication.value1,indication.type2,indication.key2,indication.value2,indication.type3,indication.key3,indication.value3,indication.type4,indication.key4,indication.value4
DRKS00011062,Free text,[---]*,Pain situation of old and oldest old nursing home residents with different degrees of cognitive impairment (i.e. early and later stages of dementia),ICD10,R52.0,Acute pain,ICD10,R52.1,Chronic intractable pain,ICD10,R52.2,Other chronic pain,ICD10,R52.9,"Pain, unspecified"
DRKS00011079,Free text,[---]*,Mamma-Carcinoma,ICD10,C50,Malignant neoplasm of breast,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011083,ICD10,M06.9,"Rheumatoid arthritis, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011240,ICD10,M22.2,Patellofemoral disorders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011262,ICD10,R54,Senility,Free text,[---]*,older medical patients in acute care,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011332,ICD10,O82,Single delivery by caesarean section,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011357,ICD10,E66.9,"Obesity, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011425,Free text,[---]*,Status post kidney transplantation,ICD10,Z94.0,Kidney transplant status,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011525,ICD10,G62.8,Other specified polyneuropathies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011831,ICD10,R54,Senility,Free text,[---]*,Frailty in older people,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011922,ICD10,A49.9,"Bacterial infection, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00012302,ICD10,E66,Obesity,Free text,[---]*,Obesity,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00012565,Other,[---]*,OPS-Code 1-441.0: Percutaneous biopsy of the liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00012704,ICD10,C00-C97,Malignant neoplasms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00012868,Free text,[---]*,Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00012980,Free text,[---]*,Healthy students,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00012993,ICD10,K00.4,Disturbances in tooth formation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00013101,Free text,[---]*,healthy volunteers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00013203,ICD10,J44.80,[generalization J44.8: Other specified chronic obstructive pulmonary disease],ICD10,J96.11,[generalization J96.1: Chronic respiratory failure],NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011018,ICD10,F84.5,Asperger syndrome,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00010979,Free text,[---]*,Anxiety symptoms in parents of children with rare disease  ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011121,ICD10,H50,Sonstiger Strabismus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011869,ICD10,H81,Disorders of vestibular function,ICD10,R42,Dizziness and giddiness,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00012822,Free text,[---]*,pregnancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00005497,ICD10,K08.2,Atrophy of edentulous alveolar ridge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00008202,Free text,[---]*,Bullying at school,Free text,[---]*,"behavioural and emotional disorders, health related quality of life, non-suicidal self-injury, suicidal ideation, pathological internet use, risk behavior",NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00005824,ICD10,G47.3,Sleep apnoea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00009272,ICD10,F32.0,Mild depressive episode,ICD10,F32.1,Moderate depressive episode,ICD10,F33.0,"Recurrent depressive disorder, current episode mild",ICD10,F33.1,"Recurrent depressive disorder, current episode moderate",ICD10,M40-M54,Dorsopathies
DRKS00005989,Free text,[---]*,Diseases or conditions that indicate to an outpatient knee arthroscopy,ICD10,M23,Internal derangement of knee,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00007147,MedDRA,[---]*,Psoriasis vulgaris (10050576),ICD10,L40.0,Psoriasis vulgaris,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00012307,ICD10,G53.0,Postzoster neuralgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00006344,Free text,[---]*,Need of rehabilitation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011075,ICD10,F41.0,Panic disorder [episodic paroxysmal anxiety],ICD10,F40.1,Social phobias,ICD10,F40.2,Specific (isolated) phobias,ICD10,F41.1,Generalized anxiety disorder,NA,NA,NA
DRKS00009036,ICD10,Z95.81,[generalization Z95.8: Presence of other cardiac and vascular implants and grafts],Free text,[---]*,Placement and extraction of port catheter,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00007990,Free text,[---]*,Cancer pain patients receiving palliative care,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00013068,ICD10,G40,Epilepsy,ICD10,G41,Status epilepticus,ICD10,R40,"Somnolence, stupor and coma",NA,NA,NA,NA,NA,NA
DRKS00012282,ICD10,E65-E68,Obesity and other hyperalimentation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00009733,ICD10,G11.0,Congenital nonprogressive ataxia,ICD10,G11.1,Early-onset cerebellar ataxia,ICD10,G11.2,Late-onset cerebellar ataxia,ICD10,G11.8,Other hereditary ataxias,ICD10,G11.9,"Hereditary ataxia, unspecified"
DRKS00010603,ICD10,H25,Senile cataract,ICD10,H26,Other cataract,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011115,ICD10,C61,Malignant neoplasm of prostate,ICD10,I89.8,Other specified noninfective disorders of lymphatic vessels and lymph nodes,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00007937,Free text,[---]*,microcirculation analysis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00010231,ICD10,F50.2,Bulimia nervosa,ICD10,F50.9,"Eating disorder, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00005749,Free text,[---]*,Bronchiectasis,ICD10,J47,Bronchiectasis,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00007341,Free text,[---]*,Rheumatoid Arthritis,ICD10,M06,Other rheumatoid arthritis,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00002231,Free text,[---]*,Colorectal Cancer,ICD10,C18,Malignant neoplasm of colon,ICD10,C19,Malignant neoplasm of rectosigmoid junction,ICD10,C20,Malignant neoplasm of rectum,NA,NA,NA
DRKS00003852,ICD10,L58.0,Acute radiodermatitis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00005275,ICD10,E66.09,[generalization E66.0: Obesity due to excess calories],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00005338,ICD10,M75.4,Impingement syndrome of shoulder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00005432,Free text,[---]*,Hysterectomy with ASA 1-3,ICD10,R52.9,"Pain, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00005604,Free text,[---]*,"healthy probands, therefore not applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00005652,ICD10,F06.7,Mild cognitive disorder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00005664,ICD10,R11,Nausea and vomiting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00005720,ICD10,J44.9,"Chronic obstructive pulmonary disease, unspecified",ICD10,J96.11,[generalization J96.1: Chronic respiratory failure],NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00005937,Free text,[---]*,Hypoglycaemia,ICD10,E16.2,"Hypoglycaemia, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00005956,ICD10,E11.9,Non-insulin-dependent diabetes mellitus; Without complications,ICD10,I51.6,"Cardiovascular disease, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00005977,ICD10,R52.9,"Pain, unspecified",ICD10,K40.30,"[generalization K40.3: Unilateral or unspecified inguinal hernia, with obstruction, without gangrene]",ICD10,K80.2,Calculus of gallbladder without cholecystitis,NA,NA,NA,NA,NA,NA
DRKS00006033,Free text,[---]*,patient under elective surgery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00006117,ICD10,M77.1,Lateral epicondylitis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00006146,Free text,[---]*,Pain intensity after toatal knee arthroplasty,Free text,[---]*,Mobilization / mobility after total knee arthroplasty,ICD10,R52.9,"Pain, unspecified",ICD10,M17.1,Other primary gonarthrosis,NA,NA,NA
DRKS00006148,Free text,[---]*,"toxicological hair analysis, healthy participants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00006183,ICD10,R52.2,Other chronic pain,ICD10,F45.41,[generalization F45.4: Persistent somatoform pain disorder],ICD10,R52.1,Chronic intractable pain,Free text,[---]*,chronic pain,NA,NA,NA
DRKS00006220,Free text,[---]*,postoperative pain<br/>,ICD10,R52.9,"Pain, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00006232,Free text,[---]*,metabolic syndrome,Free text,[---]*,E88.9 (metabolic dysfunction),NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00006239,ICD10,T81.4,"Infection following a procedure, not elsewhere classified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00006585,ICD10,E11,Non-insulin-dependent diabetes mellitus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00006740,ICD10,F00,Dementia in Alzheimer disease,ICD10,F01,Vascular dementia,ICD10,F02,Dementia in other diseases classified elsewhere,ICD10,F03,Unspecified dementia,ICD10,G30,Alzheimer disease
DRKS00006755,Free text,[---]*,Pain in the limbs: Knee joint,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00006832,Free text,[---]*,Patients who require a central venous catheter for their surgery. ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00006854,Free text,[---]*,healthy volunteers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00006961,ICD10,C34,Malignant neoplasm of bronchus and lung,ICD10,J84,Other interstitial pulmonary diseases,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00007143,ICD10,E66,Obesity,Free text,[---]*,Laporoscopic Sleeve-Gastrectomy,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00007213,Free text,[---]*,Lung Cancer,ICD10,C34,Malignant neoplasm of bronchus and lung,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00007235,Free text,[---]*,Retinopathy of Prematurity (ROP),ICD10,H35.1,Retinopathy of prematurity,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00007303,Free text,[---]*,"Influenza, Human",ICD10,J09,Influenza due to identified zoonotic or pandemic influenza virus,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00007344,Free text,[---]*,Healthy Subjects,Free text,[---]*,Pharmacokinetics,Free text,[---]*,Drug-Drug Interaction (DDI),NA,NA,NA,NA,NA,NA
DRKS00007608,ICD10,S76.1,Injury of quadriceps muscle and tendon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00007633,Free text,[---]*,Presbyvertigo,ICD10,R42,Dizziness and giddiness,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00007649,ICD10,F31.3,"Bipolar affective disorder, current episode mild or moderate depression",ICD10,F31.4,"Bipolar affective disorder, current episode severe depression without psychotic symptoms",ICD10,F32.1,Moderate depressive episode,ICD10,F33.1,"Recurrent depressive disorder, current episode moderate",ICD10,F33.2,"Recurrent depressive disorder, current episode severe without psychotic symptoms"
DRKS00007753,ICD10,I50.14,[generalization I50.1: Left ventricular failure],ICD10,I50.13,[generalization I50.1: Left ventricular failure],ICD10,I50.12,[generalization I50.1: Left ventricular failure],ICD10,I50.11,[generalization I50.1: Left ventricular failure],NA,NA,NA
DRKS00007770,ICD10,C00-D48,Neoplasms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00007774,ICD10,J44.9,"Chronic obstructive pulmonary disease, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00007858,ICD10,F06.7,Mild cognitive disorder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00007885,ICD10,K86.8,Other specified diseases of pancreas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00007903,Free text,[---]*,Healthy Volunteers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00007925,ICD10,M19.9,"Arthrosis, unspecified",ICD10,M67.9,"Disorder of synovium and tendon, unspecified",ICD10,S42.9,"Fracture of shoulder girdle, part unspecified",NA,NA,NA,NA,NA,NA
DRKS00007930,Free text,[---]*,healthy volunteers,Free text,[---]*,nicotine dependence,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00008197,Free text,[---]*,healthy cycling athletes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00008204,Free text,[---]*,"approximal health, gingivits",ICD10,K00-K14,"Diseases of oral cavity, salivary glands and jaws",NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00008715,ICD10,F45.40,[generalization F45.4: Persistent somatoform pain disorder],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00008832,ICD10,I25.9,"Chronic ischaemic heart disease, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00008847,ICD10,F32,Depressive episode,ICD10,F33,Recurrent depressive disorder,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00008853,ICD10,I25.13,[generalization I25.1: Atherosclerotic heart disease],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00008892,ICD10,I25,Chronic ischaemic heart disease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00008908,Free text,[---]*,Occupational prevention and health promotion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00009001,Free text,[---]*,vitamin D deficiency in obese,ICD10,E55,Vitamin D deficiency,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00009002,ICD10,R20.8,Other and unspecified disturbances of skin sensation,Free text,[---]*,opioid induced hyperalgesia (OIH),NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00009249,ICD10,M75.0,Adhesive capsulitis of shoulder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00009642,Free text,[---]*,chronical periodontitis,ICD10,K05.3,Chronic periodontitis,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00009685,Free text,[---]*,Medication-induced dry mouth,ICD10,T88.7,Unspecified adverse effect of drug or medicament,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00009716,ICD10,M17.1,Other primary gonarthrosis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00009753,MedDRA,[---]*,10019197 (Head lice),ICD10,B85.0,Pediculosis due to Pediculus humanus capitis,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00009764,Free text,[---]*,Observation of the tear film (in healthy volunteers),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00009846,ICD10,I10.00,[generalization I10: Essential (primary) hypertension],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00009851,Free text,[---]*,"Basic research: Obesity, circadian rhythmicity, diet-induced thermogenesis",Free text,[---]*,healthy participants,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00009890,ICD10,M80-M85,Disorders of bone density and structure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00009915,Free text,[---]*,MCI and minor Alzheimer´s disease (AD),ICD10,F03,Unspecified dementia,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00010061,ICD10,H35.3,Degeneration of macula and posterior pole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00010089,ICD10,E66.9,"Obesity, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00010270,Free text,[---]*,carious dentine of deciduous teeth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00010407,ICD10,C00-D48,Neoplasms,Free text,[---]*,childhood cancer patients,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00010465,ICD10,K00.3,Mottled teeth,ICD10,K03.6,Deposits [accretions] on teeth,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00010732,ICD10,K05.3,Chronic periodontitis,ICD10,K05.1,Chronic gingivitis,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00010862,Free text,[---]*,Major Depressive Disorder,Free text,[---]*,Minor Depressive Disorder,Free text,[---]*,Sub-Threshold Depression,Free text,[---]*,Diabetes Mellitus,ICD10,F33.9,"Recurrent depressive disorder, unspecified"
DRKS00010943,Free text,[---]*,Cotraceptive behavior to avoid unplanned pregnancy,Free text,[---]*,Knowledge about support services and personal competencies to take responsible action in case of an unplanned pregnancy,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00010954,Free text,[---]*,Upper respiratory tract infections,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00010958,ICD10,C61,Malignant neoplasm of prostate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00010976,Free text,[---]*,Strenght an Balance regarding falls,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00010996,Free text,[---]*,Healthy participants,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011005,ICD10,H93.1,Tinnitus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011007,ICD10,E11,Non-insulin-dependent diabetes mellitus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011040,ICD10,K80,Cholelithiasis,ICD10,K81,Cholecystitis,ICD10,K82,Other diseases of gallbladder,NA,NA,NA,NA,NA,NA
DRKS00011045,ICD10,F32,Depressive episode,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011047,ICD10,C74.9,"Malignant neoplasm: Adrenal gland, unspecified",ICD10,C64,"Malignant neoplasm of kidney, except renal pelvis",NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011118,ICD10,F00-F99,Mental and behavioural disorders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011171,Free text,[---]*,Peri-implantitis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011294,ICD10,M51.1,Lumbar and other intervertebral disc disorders with radiculopathy,ICD10,R25.2,Cramp and spasm,ICD10,M48.06,[generalization M48.0: Spinal stenosis],NA,NA,NA,NA,NA,NA
DRKS00011406,ICD10,F17.2,Mental and behavioural disorders due to use of tobacco; Dependence syndrome,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011422,ICD10,K05.1,Chronic gingivitis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011533,Free text,[---]*,"Parents (up to 65 years) with minor children (3-18 years), who are in the hospital as in-patients. Adolescents (aged 12-18) of these parents who have at least one parent are mentally ill can participate in a coaching session.<br/><br/>",Free text,[---]*,Diagnosis-spanning except gerontopsychiatry,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011606,Free text,[---]*,Pain,Free text,[---]*,healthy controls,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011683,Free text,[---]*,chronic migraine,ICD10,G43,Migraine,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011700,ICD10,F30-F39,Mood [affective] disorders,ICD10,F10-F19,Mental and behavioural disorders due to psychoactive substance use,ICD10,F40-F48,"Neurotic, stress-related and somatoform disorders",ICD10,F50-F59,Behavioural syndromes associated with physiological disturbances and physical factors,ICD10,F60-F69,Disorders of adult personality and behaviour
DRKS00011787,Free text,[---]*,Indication for elective shoulder surgery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011855,Free text,[---]*,Depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011963,Free text,[---]*,"Inflammatory parameters, redox status and microbiome.",Free text,[---]*,Healthy volunteers,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00012343,Free text,[---]*,"In-house patients, who require the placement of a central venous catheter (CVC) for their therapy / treatment. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00012464,Free text,[---]*,acute tinnitus,ICD10,H93.1,Tinnitus,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00013096,Free text,[---]*,eLearning-Tool Resuscitation ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00013357,Free text,[---]*,dry nose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011156,ICD10,D69.6,"Thrombocytopenia, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00005262,ICD10,Q20,Congenital malformations of cardiac chambers and connections,Free text,[---]*,Effects and side effects of analgosedation,ICD10,Q21,Congenital malformations of cardiac septa,ICD10,Q22,Congenital malformations of pulmonary and tricuspid valves,ICD10,Q23,Congenital malformations of aortic and mitral valves
DRKS00012409,Free text,[---]*,Postprandial metabolism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00012996,ICD10,O24.4,Diabetes mellitus arising in pregnancy,ICD10,E11.9,Type 2 diabetes mellitus; Without complications,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00009296,ICD10,I42.88,[generalization I42.8: Other cardiomyopathies],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00012257,Free text,[---]*,prevention of civilization diseases,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00009437,ICD10,E66,Obesity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00012470,Free text,[---]*,kognitiver Status in elderly people,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00008561,Free text,[---]*,Evaluation of  patient information for persons with multiple sclerosis,ICD10,G35,Multiple sclerosis,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00008209,ICD10,F90.0,Disturbance of activity and attention,Free text,[---]*,Healthy Subjects,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00006958,ICD10,Z04.8,Examination and observation for other specified reasons,Free text,[---]*,patients presented to the emergency department of our hospital by pre-hospital emergency systems.,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00009800,ICD10,F32,Depressive episode,ICD10,F33,Recurrent depressive disorder,ICD10,F34,Persistent mood [affective] disorders,NA,NA,NA,NA,NA,NA
DRKS00010915,Free text,[---]*,Posttraumatic Stress Symptoms ,Free text,[---]*,depressive symptoms,Free text,[---]*,Posttraumatic cognitions,Free text,[---]*,Global Functioning,NA,NA,NA
DRKS00011199,Free text,[---]*,Prevention of civilization diseases,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011575,Free text,[---]*,pain,Free text,[---]*,healthy controls,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00012627,Free text,[---]*,Adults of all age groups,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00012258,ICD10,I83.9,Varicose veins of lower extremities without ulcer or inflammation,Free text,[---]*,chronic venous insufficiency,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011858,Free text,[---]*,Willingness to perform a stool blood test for colorectal cancer screening after sending out different invitation letters,Free text,[---]*,Willingness to perform a colonoscopy after a positive stool test result,ICD10,C18,Malignant neoplasm of colon,ICD10,C19,Malignant neoplasm of rectosigmoid junction,ICD10,C20,Malignant neoplasm of rectum
DRKS00008305,ICD10,M19.9,"Arthrosis, unspecified",ICD10,M75.1,Rotator cuff syndrome,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00009815,ICD10,F60.31,[generalization F60.3: Emotionally unstable personality disorder],Free text,[---]*,Healthy Volunteers,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011161,ICD10,F63.9,"Habit and impulse disorder, unspecified",Other,[---]*,DSM-5: Dermatillomania (skin picking disorde),NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011067,ICD10,K02,Dental caries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00013198,Free text,[---]*,Patients undergoing general anaesthesia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011552,ICD10,F03,Unspecified dementia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00012306,ICD10,Z73,Problems related to life-management difficulty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011201,ICD10,M54,Dorsalgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00008198,ICD10,F90.0,Disturbance of activity and attention,ICD10,F90.1,Hyperkinetic conduct disorder,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00006162,ICD10,C34,Malignant neoplasm of bronchus and lung,ICD10,C15,Malignant neoplasm of oesophagus,ICD10,C16,Malignant neoplasm of stomach,ICD10,C25,Malignant neoplasm of pancreas,Free text,[---]*,center-specific tumor entities
DRKS00008545,Free text,[---]*,PATIENTS WITH DIFFERENT SURGICAL PROCEDURES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00008924,Free text,[---]*,perioperative artificial ventilation,Free text,[---]*,Healthy volunteers with different diagnosis,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00009997,Free text,[---]*,Surgical Training,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00013532,Free text,[---]*,psychological stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00010133,Free text,[---]*,"specific biomarkers for chicken breast meat, fibers (inulin, beta.glucan), and egg in healthy female and male volunteers<br/>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011410,Free text,[---]*,Patients (male/female) with proven mutations in BRCA-1 gene (chromosome 17) and/or BRCA-2 (chromosome 13) either with or without manifest tumor disease (ICD10 Z15.01),ICD10,C50.9,"Malignant neoplasm: Breast, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00006741,Free text,[---]*,patients with multiorgan dysfunction syndrome (MODS),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00013145,Free text,[---]*,spinal fusion,ICD10,M54,Dorsalgia,NA,NA,NA,NA,NA,NA,NA,NA,NA
